"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.695,,10/01/2023,09/30/2024
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.614,,10/01/2023,09/30/2024
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.508,,10/01/2023,09/30/2024
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.647,,10/01/2023,09/30/2024
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.574,,10/01/2023,09/30/2024
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.834,,10/01/2023,09/30/2024
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.090,,10/01/2023,09/30/2024
MO,HAI_3_SIR,SSI - Colon Surgery,0.956,,10/01/2023,09/30/2024
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.631,,10/01/2023,09/30/2024
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.149,,10/01/2023,09/30/2024
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.861,,10/01/2023,09/30/2024
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.696,,10/01/2023,09/30/2024
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.915,,10/01/2023,09/30/2024
MO,HAI_5_SIR,MRSA Bacteremia,0.800,,10/01/2023,09/30/2024
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.371,,10/01/2023,09/30/2024
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.424,,10/01/2023,09/30/2024
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.396,,10/01/2023,09/30/2024
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,10/01/2023,09/30/2024
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,10/01/2023,09/30/2024
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2023,09/30/2024
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2023,09/30/2024
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,10/01/2023,09/30/2024
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,10/01/2023,09/30/2024
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2023,09/30/2024
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.735,,10/01/2023,09/30/2024
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.000,,10/01/2023,09/30/2024
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.860,,10/01/2023,09/30/2024
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.496,,10/01/2023,09/30/2024
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.689,,10/01/2023,09/30/2024
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.587,,10/01/2023,09/30/2024
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.825,,10/01/2023,09/30/2024
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.220,,10/01/2023,09/30/2024
MS,HAI_3_SIR,SSI - Colon Surgery,1.008,,10/01/2023,09/30/2024
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.623,,10/01/2023,09/30/2024
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.348,,10/01/2023,09/30/2024
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.934,,10/01/2023,09/30/2024
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.766,,10/01/2023,09/30/2024
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.123,,10/01/2023,09/30/2024
MS,HAI_5_SIR,MRSA Bacteremia,0.932,,10/01/2023,09/30/2024
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.340,,10/01/2023,09/30/2024
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.425,,10/01/2023,09/30/2024
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.381,,10/01/2023,09/30/2024
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.348,,10/01/2023,09/30/2024
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.906,,10/01/2023,09/30/2024
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.578,,10/01/2023,09/30/2024
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.456,,10/01/2023,09/30/2024
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.887,,10/01/2023,09/30/2024
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.645,,10/01/2023,09/30/2024
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.658,,10/01/2023,09/30/2024
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.366,,10/01/2023,09/30/2024
MT,HAI_3_SIR,SSI - Colon Surgery,0.964,,10/01/2023,09/30/2024
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.933,,10/01/2023,09/30/2024
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.928,,10/01/2023,09/30/2024
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.722,,10/01/2023,09/30/2024
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.374,,10/01/2023,09/30/2024
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.005,,10/01/2023,09/30/2024
MT,HAI_5_SIR,MRSA Bacteremia,0.633,,10/01/2023,09/30/2024
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.368,,10/01/2023,09/30/2024
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.552,,10/01/2023,09/30/2024
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.453,,10/01/2023,09/30/2024
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.726,,10/01/2023,09/30/2024
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.867,,10/01/2023,09/30/2024
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.794,,10/01/2023,09/30/2024
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.493,,10/01/2023,09/30/2024
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.603,,10/01/2023,09/30/2024
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.546,,10/01/2023,09/30/2024
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.784,,10/01/2023,09/30/2024
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.988,,10/01/2023,09/30/2024
NC,HAI_3_SIR,SSI - Colon Surgery,0.882,,10/01/2023,09/30/2024
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.849,,10/01/2023,09/30/2024
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.357,,10/01/2023,09/30/2024
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.081,,10/01/2023,09/30/2024
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.692,,10/01/2023,09/30/2024
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.858,,10/01/2023,09/30/2024
NC,HAI_5_SIR,MRSA Bacteremia,0.772,,10/01/2023,09/30/2024
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.317,,10/01/2023,09/30/2024
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.358,,10/01/2023,09/30/2024
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.337,,10/01/2023,09/30/2024
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.299,,10/01/2023,09/30/2024
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.693,,10/01/2023,09/30/2024
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.466,,10/01/2023,09/30/2024
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.242,,10/01/2023,09/30/2024
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.613,,10/01/2023,09/30/2024
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.396,,10/01/2023,09/30/2024
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.635,,10/01/2023,09/30/2024
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.420,,10/01/2023,09/30/2024
ND,HAI_3_SIR,SSI - Colon Surgery,0.969,,10/01/2023,09/30/2024
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.022,,10/01/2023,09/30/2024
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.214,,10/01/2023,09/30/2024
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.449,,10/01/2023,09/30/2024
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.325,,10/01/2023,09/30/2024
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.935,,10/01/2023,09/30/2024
ND,HAI_5_SIR,MRSA Bacteremia,0.571,,10/01/2023,09/30/2024
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.228,,10/01/2023,09/30/2024
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.390,,10/01/2023,09/30/2024
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.301,,10/01/2023,09/30/2024
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.271,,10/01/2023,09/30/2024
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.556,,10/01/2023,09/30/2024
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.394,,10/01/2023,09/30/2024
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.441,,10/01/2023,09/30/2024
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.756,,10/01/2023,09/30/2024
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.583,,10/01/2023,09/30/2024
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.667,,10/01/2023,09/30/2024
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.139,,10/01/2023,09/30/2024
NE,HAI_3_SIR,SSI - Colon Surgery,0.880,,10/01/2023,09/30/2024
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.500,,10/01/2023,09/30/2024
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.387,,10/01/2023,09/30/2024
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.860,,10/01/2023,09/30/2024
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.442,,10/01/2023,09/30/2024
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.859,,10/01/2023,09/30/2024
NE,HAI_5_SIR,MRSA Bacteremia,0.624,,10/01/2023,09/30/2024
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.427,,10/01/2023,09/30/2024
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.552,,10/01/2023,09/30/2024
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.486,,10/01/2023,09/30/2024
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.422,,10/01/2023,09/30/2024
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.799,,10/01/2023,09/30/2024
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.588,,10/01/2023,09/30/2024
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.540,,10/01/2023,09/30/2024
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.889,,10/01/2023,09/30/2024
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.698,,10/01/2023,09/30/2024
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.347,,10/01/2023,09/30/2024
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.805,,10/01/2023,09/30/2024
NH,HAI_3_SIR,SSI - Colon Surgery,0.540,,10/01/2023,09/30/2024
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.241,,10/01/2023,09/30/2024
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.829,,10/01/2023,09/30/2024
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.758,,10/01/2023,09/30/2024
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.277,,10/01/2023,09/30/2024
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.701,,10/01/2023,09/30/2024
NH,HAI_5_SIR,MRSA Bacteremia,0.452,,10/01/2023,09/30/2024
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.552,,10/01/2023,09/30/2024
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.732,,10/01/2023,09/30/2024
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.637,,10/01/2023,09/30/2024
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.419,,10/01/2023,09/30/2024
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.557,,10/01/2023,09/30/2024
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.484,,10/01/2023,09/30/2024
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.449,,10/01/2023,09/30/2024
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.583,,10/01/2023,09/30/2024
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.513,,10/01/2023,09/30/2024
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.679,,10/01/2023,09/30/2024
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.910,,10/01/2023,09/30/2024
NJ,HAI_3_SIR,SSI - Colon Surgery,0.788,,10/01/2023,09/30/2024
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.835,,10/01/2023,09/30/2024
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.387,,10/01/2023,09/30/2024
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.085,,10/01/2023,09/30/2024
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.580,,10/01/2023,09/30/2024
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.768,,10/01/2023,09/30/2024
NJ,HAI_5_SIR,MRSA Bacteremia,0.669,,10/01/2023,09/30/2024
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.312,,10/01/2023,09/30/2024
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.359,,10/01/2023,09/30/2024
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.335,,10/01/2023,09/30/2024
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.494,,10/01/2023,09/30/2024
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.888,,10/01/2023,09/30/2024
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.670,,10/01/2023,09/30/2024
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.345,,10/01/2023,09/30/2024
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.615,,10/01/2023,09/30/2024
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.465,,10/01/2023,09/30/2024
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.756,,10/01/2023,09/30/2024
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.349,,10/01/2023,09/30/2024
NM,HAI_3_SIR,SSI - Colon Surgery,1.020,,10/01/2023,09/30/2024
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.928,,10/01/2023,09/30/2024
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.492,,10/01/2023,09/30/2024
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.568,,10/01/2023,09/30/2024
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.463,,10/01/2023,09/30/2024
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.989,,10/01/2023,09/30/2024
NM,HAI_5_SIR,MRSA Bacteremia,0.689,,10/01/2023,09/30/2024
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.583,,10/01/2023,09/30/2024
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.732,,10/01/2023,09/30/2024
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.654,,10/01/2023,09/30/2024
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.460,,10/01/2023,09/30/2024
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.674,,10/01/2023,09/30/2024
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.560,,10/01/2023,09/30/2024
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.269,,10/01/2023,09/30/2024
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.433,,10/01/2023,09/30/2024
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.344,,10/01/2023,09/30/2024
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.499,,10/01/2023,09/30/2024
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.869,,10/01/2023,09/30/2024
NV,HAI_3_SIR,SSI - Colon Surgery,0.665,,10/01/2023,09/30/2024
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.171,,10/01/2023,09/30/2024
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.877,,10/01/2023,09/30/2024
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.421,,10/01/2023,09/30/2024
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.474,,10/01/2023,09/30/2024
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.775,,10/01/2023,09/30/2024
NV,HAI_5_SIR,MRSA Bacteremia,0.611,,10/01/2023,09/30/2024
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.207,,10/01/2023,09/30/2024
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.273,,10/01/2023,09/30/2024
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.238,,10/01/2023,09/30/2024
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.665,,10/01/2023,09/30/2024
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.759,,10/01/2023,09/30/2024
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.711,,10/01/2023,09/30/2024
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.507,,10/01/2023,09/30/2024
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.581,,10/01/2023,09/30/2024
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.543,,10/01/2023,09/30/2024
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.690,,10/01/2023,09/30/2024
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.850,,10/01/2023,09/30/2024
NY,HAI_3_SIR,SSI - Colon Surgery,0.767,,10/01/2023,09/30/2024
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.922,,10/01/2023,09/30/2024
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.358,,10/01/2023,09/30/2024
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.124,,10/01/2023,09/30/2024
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.752,,10/01/2023,09/30/2024
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.881,,10/01/2023,09/30/2024
NY,HAI_5_SIR,MRSA Bacteremia,0.815,,10/01/2023,09/30/2024
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.367,,10/01/2023,09/30/2024
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.399,,10/01/2023,09/30/2024
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.383,,10/01/2023,09/30/2024
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.560,,10/01/2023,09/30/2024
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.678,,10/01/2023,09/30/2024
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.617,,10/01/2023,09/30/2024
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.399,,10/01/2023,09/30/2024
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.488,,10/01/2023,09/30/2024
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.442,,10/01/2023,09/30/2024
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.993,,10/01/2023,09/30/2024
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.197,,10/01/2023,09/30/2024
OH,HAI_3_SIR,SSI - Colon Surgery,1.092,,10/01/2023,09/30/2024
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.143,,10/01/2023,09/30/2024
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.657,,10/01/2023,09/30/2024
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.382,,10/01/2023,09/30/2024
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.685,,10/01/2023,09/30/2024
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.849,,10/01/2023,09/30/2024
OH,HAI_5_SIR,MRSA Bacteremia,0.764,,10/01/2023,09/30/2024
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.412,,10/01/2023,09/30/2024
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.457,,10/01/2023,09/30/2024
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.434,,10/01/2023,09/30/2024
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.472,,10/01/2023,09/30/2024
