"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
10C0001693,ASC OF TRINITY DBA COMPREHENSIVE OUTPATIENT JOINT AND SPINE INSTITUTE,15238 VIRGINIA STATION,ODESSA,FL,33556,,(813) 596-5200,98,2,0,99,91,7,2,94,94,5,1,97,92,6,2,96,,839,295,35,10/01/2023,09/30/2024
10C0001709,ADVENTHEALTH SURGERY CENTER MILLS PARK LLC,1812 NORTH MILLS AVENUE SUITE 210,ORLANDO,FL,32803,,(407) 420-0100,97,3,0,98,94,4,2,96,89,9,2,95,85,12,3,93,,1157,251,22,10/01/2023,09/30/2024
10C0001732,ADVENT HEALTH SURGERY CENTER INNOVATION TOWER LLC,265 EAST ROLLINS STREET SUITE 3100,ORLANDO,FL,32804,,(407) 200-3706,,,,,,,,,,,,,,,,,4,,,,,
11C0001006,EMORY HEALTHCARE,"1365 CLIFTON RD, NE SUITE BT200",ATLANTA,GA,30322,,(404) 778-3348,97,2,1,98,92,6,2,95,89,9,2,95,86,10,4,93,,2596,468,18,10/01/2023,09/30/2024
11C0001015,SURGERY CENTER OF ROME LP,16 JOHN MADDOX DR,ROME,GA,30165,,(706) 802-3727,99,1,0,99,96,3,1,98,94,5,1,97,93,5,2,97,,2692,800,30,10/01/2023,09/30/2024
11C0001049,RESURGENS SURGERY CENTER LLC,5671 PEACHTREE DUNWOODY RD SUITE 800,ATLANTA,GA,30342,,(404) 531-8532,98,2,0,99,95,4,1,97,96,4,0,97,94,5,1,97,,1072,314,29,10/01/2023,09/30/2024
11C0001056,THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,200 MAPLE DR,VIDALIA,GA,30474,,(912) 538-1003,98,2,0,99,95,4,1,97,92,6,2,97,89,10,1,96,,845,169,20,10/01/2023,09/30/2024
11C0001079,COLUMBUS ENDOSCOPY CENTER LLC,1130 TALBOTTON RD,COLUMBUS,GA,31904,,(706) 327-0700,,,,,,,,,,,,,,,,,4,,,,,
11C0001085,NORTHWEST GEORGIA ORTHOPAEDIC SURGERY CENTER LLC,2550 WINDY HILL RD SOUTHEAST SUITE 218,MARIETTA,GA,30067,,(770) 953-8058,98,2,0,99,90,7,3,93,88,10,2,95,85,14,1,94,,1164,234,20,10/01/2023,09/30/2024
11C0001177,EAST WEST SURGERY CENTER LP,2041 MESA VALLEY WAY SUITE 125,AUSTELL,GA,30106,,(678) 309-8100,98,2,0,99,90,8,2,94,91,6,3,95,87,12,1,95,,976,233,24,10/01/2023,09/30/2024
11C0001182,ROSWELL SURGERY CENTER LLC,1285 HEMBREE RD SUITE 200C,ROSWELL,GA,30076,,(770) 772-5520,99,1,0,99,94,5,1,97,95,4,1,97,93,5,2,97,,1012,267,26,10/01/2023,09/30/2024
11C0001184,THE PHYSICIANS ATLANTA SURGERY CENTER,790 CHURCH ST SUITE 530,MARIETTA,GA,30060,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001185,PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,"77 COLLIER RD, STE. 2000",ATLANTA,GA,30309,,(404) 351-6393,,,,,,,,,,,,,,,,,4,,,,,
11C0001192,LAWRENCEVILLE SURGERY CENTER LLC,758 OLD NORCROSS RD SUITE 125,LAWRENCEVILLE,GA,30046,,(678) 987-0820,99,1,0,99,96,3,1,98,95,4,1,97,92,6,2,96,,1032,241,23,10/01/2023,09/30/2024
11C0001225,ORTHOPAEDIC ASSOCIATES SURGERY CENTER LLC,811 13TH ST SUITE 21,AUGUSTA,GA,30901,,(706) 396-3700,,,,,,,,,,,,,,,,,4,,,,,
11C0001228,GAINESVILLE ENDOSCOPY CENTER LLC,660 E/F LANIER PARK DR,GAINESVILLE,GA,30501,,(770) 297-5321,,,,,,,,,,,,,,,,,4,,,,,
11C0001234,ORTHOPAEDIC SOUTH SURGICAL CENTER,6645 LAKE DR,MORROW,GA,30260,,(678) 422-4230,98,2,0,99,93,6,1,96,95,4,1,97,94,4,2,97,,907,213,23,10/01/2023,09/30/2024
11C0001245,ENDSOCOPY CENTER OF MIDDLE GEORGIA LLC,610 THIRD ST,MACON,GA,31201,,(478) 464-2600,96,3,1,98,92,6,2,95,84,12,4,93,80,17,3,92,,1713,346,20,10/01/2023,09/30/2024
11C0001257,OPTIMUM SPINE CENTER LLC,"5555 PEACHTREE DUNWOODY ROAD, SUITE G99",ATLANTA,GA,30342,,(000) 000-0000,97,3,0,98,95,4,1,97,87,10,3,94,85,13,2,94,,1357,190,14,10/01/2023,09/30/2024
11C0001258,THOMAS EYE SURGERY CENTER LLC,5995 BARFIELD RD,SANDY SPRINGS,GA,30328,,(678) 781-7388,94,5,1,96,88,10,2,93,83,13,4,93,80,16,4,91,,1348,318,24,10/01/2023,09/30/2024
11C0001266,DUBLIN EYE SURGERY CENTER LLC,2400 BELLEVUE ROAD SUITE 17,DUBLIN,GA,31021,,(478) 274-9600,,,,,,,,,,,,,,,,,4,,,,,
11C0001279,SURGICAL CENTER FOR UROLOGY LLC,290 COUNTRY CLUB DR SUITE 240,STOCKBRIDGE,GA,30281,,(678) 565-1806,97,2,1,98,88,9,3,92,89,10,1,95,88,9,3,94,,1620,279,18,10/01/2023,09/30/2024
11C0001319,THE PHYSICIANS ROME SURGERY CENTER,18 RIVERBEND SUITE 150,ROME,GA,30161,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001324,THE PHYSICIANS NORTH ATLANTA SURGERY CENTER,5730 GLENRIDGE DR SUITE 110,SANDY SPRINGS,GA,30328,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001368,NORTH COLUMBUS SURGERY CENTER LLC,7351 OLD MOON RD,COLUMBUS,GA,31909,,(706) 653-7000,97,3,0,99,92,6,2,95,81,18,1,94,88,11,1,95,,2621,395,15,10/01/2023,09/30/2024
11C0001370,GEORGIA SPINE SURGERY CENTER LLC DBA GNS SURGERY CENTER,1061 DOWDY RD SUITE 103,ATHENS,GA,30606,,(706) 543-9222,99,1,0,99,92,7,1,96,94,4,2,97,93,5,2,97,3,327,99,30,10/01/2023,09/30/2024
11C0001383,HUGHSTON SURGICAL CENTER LLC,6262 VETERANS PKWY UNIT. B,COLUMBUS,GA,31909,,(706) 494-3434,97,3,0,98,92,7,1,96,94,5,1,97,95,3,2,97,,911,339,37,10/01/2023,09/30/2024
11C0001384,PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PERIMETER,5505 PEACHTREE DUNWOODY RD SUITE 200,ATLANTA,GA,30342,,(404) 603-7302,,,,,,,,,,,,,,,,,4,,,,,
11C0001389,SURGERY CENTER OF ATHENS LLC,2142 WEST BROAD ST BUILDING 100 SUITE 100,ATHENS,GA,30606,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001395,BRASELTON ENDOSCOPY CENTER LLC,"1515 RIVER PL, STE 320",BRASELTON,GA,30517,,(678) 997-2151,,,,,,,,,,,,,,,,,4,,,,,
11C0001413,ATLANTA GENERAL AND BARIATRIC SURGERY CENTERE LLC,6300 HOSPITAL PARKWAY SUITE 150,JOHNS CREEK,GA,30097,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001435,AOS SURGERY CENTER LLC,1290 INTERSTATE PARKWAY,AUGUSTA,GA,30909,,(706) 860-8383,,,,,,,,,,,,,,,,,4,,,,,
11C0001460,RESURGENS EAST SURGERY CENTER LLC,3241 IRIS DR SUITE 100,COVINGTON,GA,30016,,(678) 712-7624,99,1,0,99,95,5,0,97,93,5,2,97,86,10,4,93,,1092,253,23,10/01/2023,09/30/2024
11C0001472,RESURGENS FAYETTE SURGERY CENTER LLC,1336 HWY 54 WEST BUILDING 400 SUITE A,FAYETTEVILLE,GA,30214,,(678) 251-0200,99,1,0,99,90,8,2,94,95,4,1,97,91,8,1,96,,964,293,30,10/01/2023,09/30/2024
11C0001488,ADVANCED CENTER FOR JOINT SURGERY LLC,2000 HOWARD FARM DR SUITE T100,CUMMING,GA,30041,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001508,REGENERATIVE ORTHOPAEDICS SURGERY CENTER LLC,135 NORTH PARK PL SUITE 100,STOCKBRIDGE,GA,30281,,(470) 615-7646,99,1,0,99,95,4,1,97,94,5,1,97,91,7,2,96,,1063,228,21,10/01/2023,09/30/2024
11C0001542,HOUSTON ASC LLC,1659 WATSON BOULEVARD,WARNER ROBINS,GA,31093,,(478) 542-7959,,,,,,,,,,,,,,,,,4,,,,,
11C0001551,PEACHTREE ORTHOPAEDIC SURGERY CENTER-NORTH LLC,2860 RONALD REAGAN BOULEVARD SUITE 100,CUMMING,GA,30041,,(404) 425-1500,,,,,,,,,,,,,,,,,4,,,,,
11C0001552,ENT SURGICAL SOLUTIONS,3915 JOHNS CREEK COURT SUITE 120,SUWANEE,GA,30024,,(678) 777-0623,,,,,,,,,,,,,,,,,4,,,,,
11C0001564,BRASELTON ASC LLC,1524 RIVER PLACE SUITE 100,BRASELTON,GA,30517,,(770) 848-1730,97,3,0,99,97,2,1,98,95,5,0,97,95,5,0,98,2;3,217,64,31,10/01/2023,09/30/2024
12C0001008,PACIFIC ENDOSCOPY CENTER LLC,134 PUUHONU WAY,HILO,HI,96720,,(808) 969-3979,,,,,,,,,,,,,,,,,4,,,,,
12C0001011,HAWAII ENDOSCOPY CENTER,2226 LILIHA ST SUITE 307,HONOLULU,HI,96817,,(808) 531-5838,,,,,,,,,,,,,,,,,4,,,,,
12C0001012,KAISER PERMANENTE HONOLULU CLINIC ASC,1010 PENSACOLA ST,HONOLULU,HI,96814,,(808) 597-2611,98,2,0,99,93,6,1,96,89,9,2,96,87,11,2,94,,2999,992,33,10/01/2023,09/30/2024
12C0001015,HONOLULU SPINE CENTER,100 ALA MOANA BLVD 1-301,HONOLULU,HI,96813,,(808) 237-2970,,,,,,,,,,,,,,,,,4,,,,,
12C0001021,PACIFIC ENDOSCOPY CENTER LLC,1401 SOUTH BERETANIA ST SUITE 200,HONOLULU,HI,96814,,(808) 312-6700,,,,,,,,,,,,,,,,,4,,,,,
12C0001023,MINIMALLY INVASIVE SURGERY HAWAII,1401 SOUTH BERETANIA ST SUITE 600,HONOLULU,HI,96814,,(808) 356-5658,98,2,0,99,88,10,2,93,96,4,0,98,92,7,1,97,,491,216,44,10/01/2023,09/30/2024
12C0001100,KAISER WAILUKU CLINIC ASC,80 MAHALANI ST,WAILUKU,HI,96793,,(808) 243-6000,97,3,0,98,94,5,1,96,87,11,2,95,87,12,1,95,,1456,418,29,10/01/2023,09/30/2024
13C0001037,KOOTENAI OUTPATIENT SURGERY,707 WEST IRONWOOD DR,COEUR D ALENE,ID,83814,,(308) 625-6428,99,1,0,99,93,5,2,96,89,10,1,96,86,13,1,95,,1651,465,29,10/01/2023,09/30/2024
13C0001064,IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,3551 EAST OVERLAND RD,MERIDIAN,ID,83642,,(208) 287-6558,98,2,0,99,93,5,2,96,89,8,3,95,85,11,4,93,,1047,272,26,10/01/2023,09/30/2024
13C0001073,PLEASANT VIEW SURGERY CENTER LLC,4171 W. EXPO PARKWAY,POST FALLS,ID,83854,,(208) 262-3823,,,,,,,,,,,,,,,,,4,,,,,
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,,,,,,,,,,,,,,,,,4,,,,,
14C0001037,MIDWEST EYE CENTER,1700 EAST WEST RD,CALUMET CITY,IL,60409,,(708) 891-3330,,,,,,,,,,,,,,,,,4,,,,,
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,95,4,1,97,92,7,1,96,82,13,5,93,79,18,3,92,,942,312,33,10/01/2023,09/30/2024
14C0001056,QUAD CITY AMBULATORY SURGERY CENTER LLC,"520 VALLEY VIEW DR, SUITE 300",MOLINE,IL,61265,,(309) 762-1952,,,,,,,,,,,,,,,,,4,,,,,
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,98,2,0,99,87,10,3,92,91,7,2,96,89,9,2,95,,1724,325,19,10/01/2023,09/30/2024
14C0001069,ROCKFORD AMBULATORY SURGERY CENTER,1016 FEATHERSTONE RD.,ROCKFORD,IL,61107,,(815) 226-3300,,,,,,,,,,,,,,,,,4,,,,,
14C0001071,RSC ILLINOIS LLC DBA REGIONAL SURGICENTER,545 VALLEY VIEW DR,MOLINE,IL,61265,,(309) 277-1185,,,,,,,,,,,,,,,,,4,,,,,
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,99,1,0,99,96,3,1,97,98,2,0,98,95,5,0,98,2,658,285,43,10/01/2023,09/30/2024
14C0001076,CARLE SURGICENTER,1702 SOUTH MATTIS AVE SUITE 120,CHAMPAIGN,IL,61821,,(217) 326-8513,,,,,,,,,,,,,,,,,4,,,,,
14C0001079,BLOOMINGTON EYE INSTITUTE LLC,1008 N. CENTER ST.,BLOOMINGTON,IL,61701,,(309) 827-2020,,,,,,,,,,,,,,,,,4,,,,,
14C0001083,ORTHOPAEDIC SURGERY CENTER OF ILLINOIS LLC,3136 OLD JACKSONVILLE RD.,SPRINGFIELD,IL,62704,,(217) 547-9132,,,,,,,,,,,,,,,,,4,,,,,
14C0001088,CENTER FOR HEALTH AMBULATORY SURGERY CENTER LLC,8800 STATE RD 91,PEORIA,IL,61615,,(309) 683-4807,97,3,0,99,91,7,2,95,89,9,2,95,86,12,2,95,,2742,590,22,10/01/2023,09/30/2024
14C0001109,CENTER FOR DIGESTIVE HEALTH,1615 NORTH CONVENT ST SUITE 2,BOURBONNAIS,IL,60914,,(815) 936-1700,,,,,,,,,,,,,,,,,4,,,,,
14C0001118,MIDLAND SURGICAL CENTER LLC,2120 MIDLANDS CT,SYCAMORE,IL,60178,,(815) 748-0393,,,,,,,,,,,,,,,,,4,,,,,
14C0001124,ORTHOPAEDIC CARE AND SPECIALISTS AT NORTHWESTERN MEDICAL REGIONAL MEDICAL GROUP,27650 FERRY RD,WARRENVILLE,IL,60555,,(630) 225-2663,,,,,,,,,,,,,,,,,4,,,,,
14C0001130,GAILEY EYE SURGERY-DECATUR,646 WEST PERSHING RD,DECATUR,IL,62526,,(217) 875-2600,,,,,,,,,,,,,,,,,4,,,,,
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,,,,,,,,,,,,,,,,,4,,,,,
14C0001165,HAUSER ROSS AMBULATORY SURGICAL CENTER,2515 KLEIN RD,SYCAMORE,IL,60178,,(815) 756-8574,,,,,,,,,,,,,,,,,4,,,,,
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,97,2,1,98,94,5,1,96,91,8,1,96,92,6,2,96,,872,307,35,10/01/2023,09/30/2024
14C0001178,PALOS HEALTH SURGERY CENTER,15300 WEST AVE SUITE 260,ORLAND PARK,IL,60462,,(708) 981-3664,,,,,,,,,,,,,,,,,4,,,,,
15C0001011,SURGICAL CARE CENTER INC,8103 CLEARVISTA PKWY,INDIANAPOLIS,IN,46256,,(317) 842-5173,,,,,,,,,,,,,,,,,4,,,,,
15C0001017,MUNCIE EYE SPECIALITSTS SURGERY CENTER,200 N. TILLOTSON AVE,MUNCIE,IN,47304,,(765) 286-8888,,,,,,,,,,,,,,,,,4,,,,,
15C0001026,PARKVIEW ORTHO CENTER LLC,11420 PARKVIEW CIR,FORT WAYNE,IN,46845,,(260) 408-2612,,,,,,,,,,,,,,,,,4,,,,,
15C0001027,SURGERY CENTER OF EYE SPECIALISTS OF INDIANA,1901 NORTH MERIDIAN ST,INDIANAPOLIS,IN,46123,,(317) 925-2200,,,,,,,,,,,,,,,,,4,,,,,
15C0001037,SOUTHERN INDIANA SURGERY CENTER,2800 REX GROSSMAN BLVD,BLOOMINGTON,IN,47403,,(812) 333-8969,,,,,,,,,,,,,,,,,4,,,,,
15C0001053,CRESCENT CITY SURGERY CENTER LLC,220 E. VIRGINIA ST.,EVANSVILLE,IN,47711,,(812) 435-1600,,,,,,,,,,,,,,,,,4,,,,,
15C0001067,ASC SURGICAL VENTURES LLC DBA OSMC OUTPATIENT SURGERY CENTER,2310 CALIFORNIA RD SUITE B,ELKHART,IN,46514,,(574) 970-4454,,,,,,,,,,,,,,,,,4,,,,,
15C0001120,FRANCISCAN SURGERY CENTER LLC,5255 EAST STOP 11 RD SUITE 100,INDIANAPOLIS,IN,46237,,(317) 528-5900,,,,,,,,,,,,,,,,,4,,,,,
15C0001146,THE SURGERY CENTER INDIANAPOLIS LLC,12188 A NORTH MERIDIAN ST SUITE 150,CARMEL,IN,46032,,(317) 569-8250,,,,,,,,,,,,,,,,,4,,,,,
15C0001147,FOUNDATION SURGERY AFFILIATE OF FORT WAYNE LLC DBA PARKVIEW SOUTHWEST SURGERY CENTER,8004 CARNEGIE BLVD,FORT WAYNE,IN,46804,,(260) 434-3600,,,,,,,,,,,,,,,,,4,,,,,
15C0001160,HANCOCK REGIONAL SURGERY CENTER LLC,"1 MEMORIAL SQUARE, STE. 1000",GREENFIELD,IN,46140,,(317) 325-2530,,,,,,,,,,,,,,,,,4,,,,,
15C0001165,ST FRANCIS MOORESVILLE SURGERY CENTER LLC,1215 HADLEY ROAD SUITE 100,MOORESVILLE,IN,46158,,(317) 835-5800,,,,,,,,,,,,,,,,,4,,,,,
15C0001168,ST FRANCIS MOORESVILLE SURGERY CENTER LLC,1215 HADLEY RD. STE. 100,MOORESVILLE,IN,46158,,(317) 834-9900,,,,,,,,,,,,,,,,,4,,,,,
15C0001169,BLOOMINGTON ASC LLC DBA INDIANA SPECIALTY SURGERY CENTER,1380 WEST ARCH HAVEN AVE,BLOOMINGTON,IN,47408,,(812) 330-1164,98,2,0,99,91,6,3,94,92,8,0,96,91,9,0,97,,632,227,36,10/01/2023,09/30/2024
15C0001174,METRO SPECIALTY SURGERY CENTER LLC,"200 MISSOURI AVE, STE. A",JEFFERSONVILLE,IN,47130,,(812) 920-0055,97,3,0,98,90,8,2,94,86,14,0,95,83,16,1,94,,683,185,27,10/01/2023,09/30/2024
15C0001181,COLUMBUS SPECIALTY SURGERY CENTER LLC,2425 NORTHPARK DR. STE 20,COLUMBUS,IN,47203,,(813) 657-7800,95,4,1,97,90,8,2,94,82,14,4,92,80,18,2,92,,1137,318,28,10/01/2023,09/30/2024
15C0001182,CARMEL SPECIALTY SURGERY CENTER,11590 NORTH MERIDIAN ST SUITE 130,CARMEL,IN,46032,,(317) 660-0260,97,2,1,98,93,5,2,95,91,7,2,96,89,10,1,96,,759,270,36,10/01/2023,09/30/2024
15C0001184,MUNSTER SPECIALTY SURGERY CENTER,9200 CALUMET AVE SUITE S100,MUNSTER,IN,46321,,(219) 595-0789,98,2,0,99,92,7,1,95,90,9,1,96,86,13,1,95,,771,239,31,10/01/2023,09/30/2024
15C0001186,MIDWEST SPECIALTY SURGERY CENTER LLC,6920 GATWICK DR STE 100,INDIANAPOLIS,IN,46241,,(317) 821-0000,99,1,0,99,94,5,1,97,96,4,0,98,95,5,0,98,,414,196,47,10/01/2023,09/30/2024
15C0001188,NORTHWEST REGIONAL SURGERY CENTER LLC,"8900 BROADWAY, SUITE 100W",MERRILLVILLE,IN,46410,,(219) 576-6260,98,2,0,99,91,8,1,95,91,7,2,96,86,12,2,94,,805,256,32,10/01/2023,09/30/2024
15C0001190,ADVANCED REGIONAL SURGERY CENTER LLC,"360 MISSOURI AVE, 19A, SUITE 102",JEFFERSONVILLE,IN,47130,,(817) 722-1480,95,4,1,97,91,7,2,94,84,13,3,93,78,20,2,91,,1022,223,22,10/01/2023,09/30/2024
15C0001194,THE CENTER FOR MINIMALLY INVASIVE SURGERY,9200 CALUMET AVE SUITE S200,MUNSTER,IN,46321,,(219) 961-9621,,,,,,,,,,,,,,,,,4,,,,,
15C0001197,SURGERY CENTER OF EYE SPECIALISTS OF INDIANA PC,1950 W 86TH ST,INDIANAPOLIS,IN,46260,,(317) 925-2200,,,,,,,,,,,,,,,,,4,,,,,
15C0001202,GREAT LAKES SURGICAL SUITES LLC DBA GREAT LAKES SURGICAL SUITES,9200 CALUMET AVE SUITE N500,MUNSTER,IN,46321,,(219) 513-9955,98,2,0,99,92,5,3,95,87,11,2,95,86,13,1,95,,625,208,33,10/01/2023,09/30/2024
15C0001212,SOUTH SUBURBAN SURGICAL SUITES,9200 CALUMET AVENUE SUITE E-100,MUNSTER,IN,46321,,(000) 000-0000,97,3,0,99,90,8,2,94,85,12,3,94,83,13,4,93,,916,222,24,10/01/2023,09/30/2024
15C0001214,FRANCISCAN LAKESHORE ASC LLC,12800 MISSISSIPPI PARKWAY PARVILION C,CROWN POINT,IN,46307,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
15C0001218,LANDMARK SURGICAL SUITES LLC,2990 GOTTBRATH PARKWAY,JEFFERSONVILLE,IN,47130,,(502) 553-4999,98,2,0,99,94,5,1,97,94,4,2,97,94,4,2,97,,855,395,46,10/01/2023,09/30/2024
15C0002012,ASC SURGICAL VENTURES LLC DBA THE SURGERY CENTER OF GRANGER,3028 BEACON PARKWAY,GRANGER,IN,46530,,(574) 213-8200,,,,,,,,,,,,,,,,,4,,,,,
16C0001001,SPRING PARK SURGERY CENTER LLC,3319 SPRING ST. STE. 202A,DAVENPORT,IA,52807,,(563) 355-6236,,,,,,,,,,,,,,,,,4,,,,,
16C0001027,CROW VALLEY SURGERY CENTER,"2300- 53RD AVE, STE.",BETTENDORF,IA,52722,,(563) 449-8988,,,,,,,,,,,,,,,,,4,,,,,
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,98,2,0,99,93,6,1,96,92,6,2,96,87,10,3,94,,1366,432,32,10/01/2023,09/30/2024
17C0001054,SHAWNEE MISSION SURGERY CENTER LLC,"9301 W. 74TH ST., STE. 300",SHAWNEE MISSION,KS,66204,,(913) 632-9330,97,3,0,98,92,6,2,95,90,8,2,96,85,12,3,93,,2466,618,25,10/01/2023,09/30/2024
17C0001082,SHAWNEE MISSION PRAIRIE STAR SURGERY CENTER LLC,"23401 PRAIRIE STAR PARKWAY, STE. B200",LENEXA,KS,66227,,(913) 676-8556,99,1,0,99,95,4,1,97,93,6,1,97,91,8,1,96,,2687,565,21,10/01/2023,09/30/2024
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,98,2,0,99,89,9,2,94,89,10,1,95,86,13,1,95,,787,261,33,10/01/2023,09/30/2024
17C0001085,SALINA SURGICAL ARTS CENTER LLC,200 SOUTH 5TH ST SUITE B,SALINA,KS,67401,,(785) 827-2238,,,,,,,,,,,,,,,,,4,,,,,
17C0001103,SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,7651 WEST 159TH STREET,OVERLAND PARK,KS,66223,,(913) 323-9060,97,3,0,99,87,10,3,92,92,7,1,97,89,10,1,96,,995,304,31,10/01/2023,09/30/2024
18C0001024,HEAD AND NECK SURGERY ASSOCIATES PSC DBA CENTER FOR SURGICAL CARE,7575 US 42,FLORENCE,KY,41042,,(859) 283-6050,,,,,,,,,,,,,,,,,4,,,,,
18C0001056,HERITAGE DEVELOPMENT PARTNERS LLC DBA ORTHOPAEDIC SURGERY CENTER,3025 DIXIE HIGHWAY,EDGEWOOD,KY,41017,,(859) 578-7222,,,,,,,,,,,,,,,,,4,,,,,
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,,,,,,,,,,,,,,,,,4,,,,,
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,96,3,1,98,90,8,2,94,85,11,4,93,87,11,2,95,,1035,295,29,10/01/2023,09/30/2024
19C0001058,LASER AND SURGERY CENTER OF ACADIANA,514 SAINT LANDRY ST,LAFAYETTE,LA,70506,,(337) 235-7791,,,,,,,,,,,,,,,,,4,,,,,
19C0001085,LAKE AMBULATORY SURGERY CTR,7145 PERKINS RD,BATON ROUGE,LA,70808,,(225) 408-5548,97,2,1,98,92,6,2,95,89,9,2,95,87,12,1,95,,1115,254,23,10/01/2023,09/30/2024
19C0001089,LAFAYETTE SURGERY CENTER LIMITED PARTNERSHIP,"4630 AMBASSADOR CAFFERY PKY, SUITE 101",LAFAYETTE,LA,70508,,(337) 993-1193,,,,,,,,,,,,,,,,,4,,,,,
19C0001106,ORTHOPEDIC SURGERY CENTER LLC,7301 HENNESY BLVD STE 100,BATON ROUGE,LA,70808,,(225) 766-0050,,,,,,,,,,,,,,,,,4,,,,,
19C0001109,CHRISTUS CABRINI SURGERY CENTER LLC,3436 MASONIC DR.,ALEXANDRIA,LA,71301,,(318) 427-6500,99,1,0,100,96,3,1,98,97,2,1,98,96,3,1,98,,1160,356,31,10/01/2023,09/30/2024
19C0001110,BAYOU REGION SURGICAL CENTER,604 NORTH ACADIA RD SUITE 300,THIBODAUX,LA,70301,,(985) 449-1244,,,,,,,,,,,,,,,,,4,,,,,
19C0001129,ADVANCED SURGERY CENTER OF METAIRIE LLC,720 VETERANS MEMORIAL BLVD SUITE 100,METAIRIE,LA,70005,,(504) 293-4953,94,5,1,97,90,8,2,94,86,10,4,93,81,16,3,92,,782,185,24,10/01/2023,09/30/2024
19C0001130,ADVANCED SURGERY CENTER OF NORTHERN LOUISIANA LLC,1601 LOUISVILLE AVE,MONROE,LA,71201,,(318) 998-5555,98,2,0,99,90,8,2,94,89,10,1,95,88,11,1,95,,1065,325,31,10/01/2023,09/30/2024
19C0001133,OIL CENTER SURGICAL PLAZA,1000 WEST PINHOOK,LAFAYETTE,LA,70503,,(337) 571-0600,98,2,0,99,96,3,1,98,92,6,2,96,91,7,2,96,,826,299,36,10/01/2023,09/30/2024
19C0001142,CARDIOVASCULAR INSTITUTE OF THE SOUTH ASC LLC,191 INNOVATION COURT SUITE B,GRAY,LA,70359,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
20C0001012,INTERMED PA DBA GENERATIONS,84 MARGINAL WAY SUITE 1000,PORTLAND,ME,04101,,(207) 347-2898,99,1,0,100,95,4,1,97,99,0,1,98,94,5,1,98,,822,223,27,10/01/2023,09/30/2024
