"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,10/01/2023,09/30/2024
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Emergency Department,OP-22,Left before being seen,Percentage,1,16424,,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2023,09/30/2024
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,93,41,,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,47,79,,10/01/2023,09/30/2024
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,95,57,,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,98,52,,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,72,2992,,01/01/2023,12/31/2023
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,78,1202,,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,4.2,1910,,07/01/2024,09/30/2024
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,69,1927,,10/01/2023,03/31/2024
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Emergency Department,OP-22,Left before being seen,Percentage,1,10419,,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,93,30,,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,64,61,,10/01/2023,09/30/2024
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,78,935,,01/01/2023,12/31/2023
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,76,201,,01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,Not Available,Not Available,5,07/01/2024,09/30/2024
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,5,10/01/2023,03/31/2024
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,Not Available,Not Available,"5, 24",10/01/2023,09/30/2024
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,5,2051,,07/01/2024,09/30/2024
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,2034,,10/01/2023,03/31/2024
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Emergency Department,OP-22,Left before being seen,Percentage,2,12715,,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,Not Available,Not Available,5,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,61,66,,10/01/2023,09/30/2024
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,30,,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,100,30,,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,75,2224,,01/01/2023,12/31/2023
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,77,469,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,15.2,4349,,07/01/2024,09/30/2024
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,80,4218,,10/01/2023,03/31/2024
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,221,166,,10/01/2023,09/30/2024
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,10/01/2023,09/30/2024
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Emergency Department,OP-22,Left before being seen,Percentage,2,24280,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,90,20,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,67,58,,10/01/2023,09/30/2024
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,96,56,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,89,56,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,63,2660,,01/01/2023,12/31/2023
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,61,982,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,4.7,3048,,07/01/2024,09/30/2024
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,76,2936,,10/01/2023,03/31/2024
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Emergency Department,OP-22,Left before being seen,Percentage,1,31796,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,84,32,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,60,50,,10/01/2023,09/30/2024
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,37,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,97,37,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,76,957,,01/01/2023,12/31/2023
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,81,187,,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,9,4027,,07/01/2024,09/30/2024
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,82,3890,,10/01/2023,03/31/2024
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,156,117,,10/01/2023,09/30/2024
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,10/01/2023,09/30/2024
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Emergency Department,OP-22,Left before being seen,Percentage,2,7298,,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,97,36,,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,71,48,,10/01/2023,09/30/2024
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,Not Available,Not Available,1,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,68,1253,,01/01/2023,12/31/2023
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,82,264,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,8.6,2562,,07/01/2024,09/30/2024
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,87,2511,,10/01/2023,03/31/2024
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2023,09/30/2024
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Emergency Department,OP-22,Left before being seen,Percentage,1,20394,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2023,09/30/2024
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,96,46,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,48,88,,10/01/2023,09/30/2024
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,67,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,92,65,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,66,2376,,01/01/2023,12/31/2023
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,78,720,,01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Percentage,14.1,1497,,07/01/2024,09/30/2024
